ObjectID,Latitude,Longitude,EnterpriseID,RegionalID,GeoID,OperatingStatTypeCode,OperatingFutureStatTypeCode,ServEffectiveDate,StopTypeCode,AtStreet,OnStreet,StopHeading,PositionTypeCode,LocationDesc,MessageText,InventorySurveyorTypeCode,StopInvenSurvDate,BenchCount,InfocaseOwner,BikeRacks,PostedRouteSched,PostedVicinMap,PostedRouteMap,PedPadSizeTypeCode,PedPadMaterialTypeCode,PedPadObstructTypeCode,PedPadCurbConnection,BusRearDoorPedPad,BusRearDoorPedPadObstruction,SidewalkWidth,SidewalkCurbConnection,SidewalkPedPadConnection,SidewalkSlopeWheelchairViable,SidewalkObstructionTypeCode,SidewalkImpedanceTypeCode,NearSideCurbRampSlope,NearSideCurbRamp,FarSideCurbRamp,AtStreetCurbRamp,AtStreetOppCurbRamp,OnStreetNearSideCrosswalk,OnStreetFarSideCrosswalk,AtStreetCrosswalk,AtStreetOppCrosswalk,OnStreetStopSignOrLight,OnStreetPedCrossingSignal,AtStreetPedCrossingSignal,ParkingRestrictTypeCode,NoParkingZoneLength,ConflictingNoParkingSigns,StreetLightWithin30Ft,LEDDisplay,AccessibilityRating
7629,38.897218,-76.994884,1307806,1001039,5628,PRS,NON,"DateObject[{1962, 2, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,F ST NE,8TH ST NE,"Quantity[358, ""AngularDegrees""]",NEA,,8TH ST NE + F ST NE,KFH Associates,"DateObject[{2006, 6, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[8, ""Feet""]",TRUE,TRUE,TRUE,NON,SLP,"Quantity[4.3, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,TRUE
7630,38.926795,-76.886544,1301486,3001313,7414,PRS,NON,"DateObject[{1993, 12, 12, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,75TH AVE,LANDOVER RD,"Quantity[261, ""AngularDegrees""]",NEA,,LANDOVER RD + 75TH AVE,KFH Associates,"DateObject[{2006, 8, 31, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[8.9, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,TRUE,,FALSE
7631,38.953632,-76.876469,1311111,3001630,8592,PRS,NON,"DateObject[{1965, 6, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,CROSS ST,ANNAPOLIS RD,"Quantity[57, ""AngularDegrees""]",FAR,ADJ TO #7901,ANNAPOLIS RD + CROSS ST,KFH Associates,"DateObject[{2006, 9, 23, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[5.8, ""Percent""]",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
7632,38.872951,-77.248833,1302759,5002080,14391,PRS,NON,"DateObject[{2002, 6, 12, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,SAXON FLOWERS DR,LEE HWY,"Quantity[266, ""AngularDegrees""]",,40' E OF STOP LINE,LEE HWY + SAXON FLOWERS DR,KFH Associates,"DateObject[{2012, 4, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,ASP,NON,FALSE,FALSE,E,"Quantity[6, ""Feet""]",FALSE,FALSE,TRUE,NON,NON,"Quantity[5.5, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,FALSE
7633,38.896225,-76.787353,1310496,3001036,5557,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,WEYMOUTH ST,CAMBLETON DR,"Quantity[99, ""AngularDegrees""]",FAR,@ CATCH BASIN,CAMBLETON DR + WEYMOUTH ST,KFH Associates,"DateObject[{2006, 12, 7, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,<58,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[8.3, ""Percent""]",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,Allowed Unmarked,,,FALSE,,FALSE
7634,39.025981,-77.019919,1308916,2000399,10486,PRS,NON,"DateObject[{1964, 5, 18, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,DENNIS AVE,UNIVERSITY BLVD W,"Quantity[337, ""AngularDegrees""]",NEA,,UNIVERSITY BLVD W + DENNIS AVE,KFH Associates,"DateObject[{2012, 3, 8, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,TRUE,FALSE,"Quantity[4, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[6.1, ""Percent""]",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
7635,39.021883,-77.01494,1308911,2000361,10427,PRS,NON,"DateObject[{1959, 6, 19, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,LORAIN AVE,UNIVERSITY BLVD W,"Quantity[310, ""AngularDegrees""]",NEA,,UNIVERSITY BLVD W + LORAIN AVE,KFH Associates,"DateObject[{2012, 3, 6, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,FALSE,58U,CON,NON,TRUE,TRUE,FALSE,"Quantity[4, ""Feet""]",TRUE,TRUE,FALSE,NON,NON,"Quantity[2.2, ""Percent""]",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,TRUE
7636,38.897071,-77.008331,1311743,1003740,17563,PRS,NON,"DateObject[{2011, 8, 22, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,N CAPITOL ST NW,MASSACHUSETTS AVE NW,"Quantity[112, ""AngularDegrees""]",MID,,MASSACHUSETTS AVE NW + N CAPITOL ST NW,,"DateObject[{1900, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,,,,,,,,,,,"Quantity[0, ""Feet""]",,,,,,,,,,,,,,,,,,,,,,,
7637,38.814074,-77.285819,1300181,5000558,1195,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,COLERIDGE DR,COMMONWEALTH BLVD,"Quantity[145, ""AngularDegrees""]",NEA,,COMMONWEALTH BLVD + COLERIDGE DR,KFH Associates,"DateObject[{2012, 5, 4, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[3, ""Feet""]",FALSE,TRUE,FALSE,NON,NON,"Quantity[7.3, ""Percent""]",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allowed Unmarked,,FALSE,TRUE,FALSE,FALSE
7638,39.003847,-76.976557,1305642,3002353,10172,PRS,NON,"DateObject[{1993, 12, 12, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,METZEROTT RD,METZEROTT RD,"Quantity[276, ""AngularDegrees""]",FAR,@ PEPCO POLE #806426-5921,METZEROTT RD + METZEROTT RD,KFH Associates,"DateObject[{2006, 9, 29, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,TRUE,NON,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,FALSE,,FALSE
7639,38.95233,-76.992972,1308629,1002547,8545,PRS,NON,"DateObject[{1978, 3, 7, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,10TH ST NE,GALLATIN ST NE,"Quantity[88, ""AngularDegrees""]",NEA,,GALLATIN ST NE + 10TH ST NE,KFH Associates,"DateObject[{2006, 8, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[3, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[2.6, ""Percent""]",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
7640,38.84547,-76.874949,1303796,3000679,2534,PRS,NON,"DateObject[{1997, 8, 21, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,PUMPHREY DR,MARLBORO PIKE,"Quantity[318, ""AngularDegrees""]",FAX,E OF 1ST ENTR TO AMOCO STA,MARLBORO PIKE + PUMPHREY DR,KFH Associates,"DateObject[{2006, 7, 24, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[4.4, ""Percent""]",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
7641,38.936061,-77.182837,1312010,5004762,18632,PRS,NON,"DateObject[{2014, 3, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,INGLESIDE AVE,OLD DOMINION DR,"Quantity[315, ""AngularDegrees""]",NEA,100' E OF INTERSECTION,OLD DOMINION DR + INGLESIDE AVE,,"DateObject[{1900, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,,,,,,,,,,,"Quantity[0, ""Feet""]",,,,,,,,,,,,,,,,,,,,,,,
7642,39.034912,-77.049546,1300697,2000463,10590,PRS,NON,"DateObject[{1990, 9, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,MD-586,GEORGIA AVE,"Quantity[165, ""AngularDegrees""]",NEA,ON 2ND LAMPPOST,GEORGIA AVE + MD-586,KFH Associates,"DateObject[{2012, 3, 9, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,WMAT,FALSE,TRUE,TRUE,FALSE,58U,CON,NON,TRUE,TRUE,FALSE,"Quantity[4, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[1.2, ""Percent""]",TRUE,FALSE,,E,TRUE,FALSE,E,E,TRUE,TRUE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,
7643,39.010761,-77.080756,1309004,2000298,10316,PRS,NON,"DateObject[{1965, 9, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,GRACE EPISCOPAL DAY SCHOOL,CONNECTICUT AVE,"Quantity[4, ""AngularDegrees""]",NEA,@ ENTR TO #9411,CONNECTICUT AVE + GRACE EPISCOPAL DAY SCHOOL,KFH Associates,"DateObject[{2012, 3, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,TRUE,FALSE,"Quantity[5, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[4.8, ""Percent""]",FALSE,TRUE,TRUE,E,FALSE,TRUE,TRUE,E,FALSE,FALSE,FALSE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
7644,38.879084,-77.182919,1302780,6000480,4406,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,GREENWAY BLVD,S WASHINGTON ST,"Quantity[265, ""AngularDegrees""]",FAR,@ VEPCO POLE #QC2B,S WASHINGTON ST + GREENWAY BLVD,KFH Associates,"DateObject[{2007, 5, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,TRUE,NON,SLP,"Quantity[5.4, ""Percent""]",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No Parking Lane,,,TRUE,,FALSE
7645,38.87915,-77.178788,1302776,5001379,4413,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,CAVALIER TRL,LEE HWY,"Quantity[84, ""AngularDegrees""]",FAR,70' E OF -,LEE HWY + CAVALIER TRL,KFH Associates,"DateObject[{2012, 4, 11, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[3, ""Feet""]",FALSE,FALSE,TRUE,NON,NON,"Quantity[3.5, ""Percent""]",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,FALSE
7646,38.907221,-76.822666,1310437,3001141,6321,PRS,NON,"DateObject[{1989, 2, 26, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,FAIRLAKES PL,LAKE ARBOR WAY,"Quantity[279, ""AngularDegrees""]",NEA,,LAKE ARBOR WAY + FAIRLAKES PL,KFH Associates,"DateObject[{2006, 9, 19, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[6.6, ""Percent""]",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
7647,38.816972,-76.967397,1395014,3003716,18874,PRS,NON,"DateObject[{2015, 6, 21, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,WOODLAND BLVD,OWENS RD,"Quantity[85, ""AngularDegrees""]",NEA,,OWENS RD +WOODLAND BLVD,,"DateObject[{1899, 12, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,,,,,,,,,,,"Quantity[-9, ""Feet""]",,,,,,"Quantity[-9, ""Percent""]",,,,,,,,,,,,,"Quantity[-9, ""Feet""]",,,,
7648,38.998763,-77.088645,1309196,2001199,15334,PRS,NON,"DateObject[{2002, 2, 26, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,LANCASTER DR,JONES BRIDGE RD,"Quantity[231, ""AngularDegrees""]",NEX,,JONES BRIDGE RD + LANCASTER DR,KFH Associates,"DateObject[{2012, 2, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,TRUE,FALSE,"Quantity[8, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,,FALSE,FALSE,,TRUE,FALSE,FALSE,E,TRUE,FALSE,FALSE,FALSE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,
7649,38.936816,-77.084531,1304319,1002229,7907,PRS,NON,"DateObject[{1994, 9, 12, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,WESTOVER PL NW,MASSACHUSETTS AVE NW,"Quantity[132, ""AngularDegrees""]",NEA,,MASSACHUSETTS AVE NW + WESTOVER PL NW,KFH Associates,"DateObject[{2006, 8, 25, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[6, ""Feet""]",FALSE,FALSE,FALSE,NON,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,No Parking Lane,,,TRUE,,FALSE
7650,38.84061,-77.083286,1303184,4000423,2317,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,GUNSTON RD,MARTHA CUSTIS DR,"Quantity[210, ""AngularDegrees""]",NEA,,MARTHA CUSTIS DR + GUNSTON RD,KFH Associates,"DateObject[{2009, 1, 22, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,WMAT,FALSE,TRUE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[6.8, ""Percent""]",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,TRUE
7651,38.941862,-77.023517,1302234,1002344,8146,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,8TH ST NW,UPSHUR ST NW,"Quantity[89, ""AngularDegrees""]",NEA,,UPSHUR ST NW + 8TH ST NW,KFH Associates,"DateObject[{2009, 6, 17, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,,FALSE,FALSE,FALSE,FALSE,58O,CON,SHL,TRUE,FALSE,E,"Quantity[6, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[5.2, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No Parking Per Sign,,FALSE,FALSE,,FALSE
7652,38.918491,-76.870602,1310294,3001233,6966,PRS,NON,"DateObject[{1987, 12, 14, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,PALMER PARK RD,BARLOWE RD,"Quantity[108, ""AngularDegrees""]",NEA,50' W OF -,BARLOWE RD + PALMER PARK RD,KFH Associates,"DateObject[{2006, 8, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[8, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[6.2, ""Percent""]",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,FALSE,,FALSE
7653,39.040638,-77.051653,1300699,2000524,10672,PRS,NON,"DateObject[{1975, 4, 22, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,ENNALLS AVE,GEORGIA AVE,"Quantity[166, ""AngularDegrees""]",FAR,110 S OF -,GEORGIA AVE + ENNALLS AVE,KFH Associates,"DateObject[{2012, 3, 8, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,TRUE,FALSE,"Quantity[7, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[3.2, ""Percent""]",FALSE,FALSE,TRUE,E,FALSE,FALSE,TRUE,E,FALSE,FALSE,FALSE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,
7654,38.955767,-76.836829,1310686,3001675,8678,PRS,NON,"DateObject[{1987, 2, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BOSTON WAY,FORBES BLVD,"Quantity[169, ""AngularDegrees""]",NEA,25' W OF -,FORBES BLVD + BOSTON WAY,KFH Associates,"DateObject[{2006, 11, 2, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,<58,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[5.9, ""Percent""]",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
7655,39.00865,-76.929382,1310851,3002400,10288,PRS,NON,"DateObject[{1974, 9, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,INDIAN LN,BALTIMORE AVE,"Quantity[192, ""AngularDegrees""]",,,BALTIMORE AVE + INDIAN LN,KFH Associates,"DateObject[{2009, 5, 21, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,58O,CON,SHL,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,No Parking Lane,,,TRUE,,FALSE
7656,39.093045,-76.937466,1301117,2001388,15547,PRS,NON,"DateObject[{2001, 12, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,CHILDRESS TER,WEXHALL DR,"Quantity[68, ""AngularDegrees""]",NEA,,WEXHALL DR + CHILDRESS TER,KFH Associates,"DateObject[{2012, 2, 8, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,ASP,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,NON,,FALSE,FALSE,,TRUE,FALSE,FALSE,E,FALSE,FALSE,FALSE,FALSE,Allowed Unmarked,,FALSE,FALSE,FALSE,
7657,38.853967,-77.327173,1300492,5001034,2968,PRS,NON,"DateObject[{1977, 8, 12, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,FAIRFAX BLVD,FAIRFAX BLVD,"Quantity[118, ""AngularDegrees""]",,@ CATCH BASIN (FRT OF RADIO SHACK),FAIRFAX BLVD + FAIRFAX BLVD,KFH Associates,"DateObject[{2007, 4, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,<58,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
7658,38.861947,-77.293832,1300479,5001110,3458,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,PLANTATION PKY,FAIRFAX BLVD,"Quantity[76, ""AngularDegrees""]",NEX,60' W OF -,FAIRFAX BLVD + PLANTATION PKY,Fairfax County,"DateObject[{2007, 4, 16, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[4.4, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,TRUE,,TRUE
7659,38.982372,-76.938078,1310831,3002115,9674,PRS,NON,"DateObject[{1987, 2, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,REGENTS DR,BALTIMORE AVE,"Quantity[181, ""AngularDegrees""]",NEA,,BALTIMORE AVE + REGENTS DR,KFH Associates,"DateObject[{2006, 6, 5, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[6, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[11.4, ""Percent""]",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,TRUE,,FALSE
7660,39.09882,-76.872909,1301098,3002545,11421,PRS,NON,"DateObject[{1996, 3, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,S ARBORY LN,VAN DUSEN RD,"Quantity[214, ""AngularDegrees""]",NEA,BEHIND SIDEWALK AREA,VAN DUSEN RD + S ARBORY LN,KFH Associates,"DateObject[{2006, 10, 20, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[8.3, ""Percent""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
7661,38.862296,-76.912374,1303821,3000825,3480,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,TANOW PL,MARLBORO PIKE,"Quantity[317, ""AngularDegrees""]",NEA,,MARLBORO PIKE + TANOW PL,KFH Associates,"DateObject[{2006, 8, 2, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[7.1, ""Percent""]",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
7662,39.134297,-76.994233,1300834,2001401,15560,PRS,NON,"DateObject[{2003, 3, 21, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,#16921,NEW HAMPSHIRE AVE,"Quantity[162, ""AngularDegrees""]",FAR,OPPO,NEW HAMPSHIRE AVE + #16921,KFH Associates,"DateObject[{2012, 2, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,ASP,NON,FALSE,FALSE,E,"Quantity[10, ""Feet""]",FALSE,FALSE,TRUE,NON,NON,,TRUE,TRUE,,E,FALSE,FALSE,E,E,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
7663,38.987941,-76.981487,1305630,3002187,9809,PRS,NON,"DateObject[{1960, 4, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,15TH AVE,KANAWHA ST,"Quantity[278, ""AngularDegrees""]",FAR,,KANAWHA ST + 15TH AVE,KFH Associates,"DateObject[{2006, 6, 7, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,<58,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[3.2, ""Percent""]",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Allowed Unmarked,,,FALSE,,FALSE
